timestamp,gps_altitude,altimeter_1_altitude,altimeter_2_altitude,agl_est
143,45.6701,0,0,-5.53602e-06
144,45.6668,0,0,-0.000648573
145,45.6668,0,0,-0.000143249
146,45.6667,0,0,-3.91177e-05
147,45.6667,0,0,-4.70329e-06
148,45.6667,0,0,-8.70562e-07
149,45.6668,0,0,2.57667e-06
150,45.6667,0,0,-3.62942e-06
151,45.6668,0,0,5.12903e-06
152,45.6667,0,0,-1.79397e-05
153,45.6667,0,0,5.79944e-06
154,45.6665,0,0,-3.33005e-05
155,45.6853,0,0,0.00373599
156,45.666,0,0,-0.00310585
157,45.6659,0,0,-0.000638051
158,45.666,0,0,-0.000113345
159,45.666,0,0,-1.58571e-05
160,45.6659,0,0,-1.74275e-05
161,45.6659,0,0,-6.03666e-06
162,45.666,0,0,6.84773e-06
163,45.6659,0,0,-1.25696e-05
164,45.6659,0,0,-5.06821e-06
165,45.6716,0,0,0.00113382
166,45.6714,0,0,0.000199034
167,45.6715,0,0,6.55687e-05
168,45.6715,0,0,5.57908e-06
169,45.6715,0,0,4.35289e-06
170,45.6715,0,0,-7.51237e-06
171,45.6715,0,0,-2.32135e-06
172,45.6716,0,0,1.36857e-05
173,45.6715,0,0,-2.38903e-06
174,45.6716,0,0,7.70154e-06
175,45.6714,0,0,-3.39001e-05
176,45.6638,0,0,-0.00151498
177,45.6638,0,0,-0.000317734
178,45.6638,0,0,-4.90608e-05
179,45.6639,0,0,-2.66846e-07
180,45.6638,0,0,-1.36612e-05
181,45.6638,0,0,-5.79365e-06
182,45.6639,0,0,1.63258e-05
183,45.6639,0,0,3.77594e-06
184,45.6638,0,0,-2.51286e-05
185,45.6638,0,0,1.11888e-06
186,45.6638,0,0,-4.49105e-06
187,45.6637,0,0,-2.47317e-05
188,45.6637,0,0,8.49961e-06
189,45.6638,0,0,9.08051e-06
190,45.6637,0,0,-5.17861e-06
191,45.6637,0,0,-1.15808e-05
192,45.6637,0,0,-4.68171e-06
193,45.6637,0,0,1.04608e-05
194,45.6637,0,0,-8.9831e-06
195,45.6635,0,0,-2.79078e-05
196,45.6574,0,0,-0.00122486
197,45.6673,0,0,0.00172697
198,45.6673,0,0,0.000344591
199,45.6673,0,0,7.04905e-05
200,45.6673,0,0,1.51643e-05
201,45.6674,0,0,2.06272e-05
202,45.6674,0,0,-4.16204e-06
203,45.6673,0,0,-1.61712e-05
204,45.6673,0,0,-1.88414e-06
205,45.6673,0,0,-1.06603e-06
206,45.6673,0,0,-4.69009e-07
207,45.6672,0,0,-1.12561e-05
208,45.6769,0,0,0.0019324
209,45.677,0,0,0.000412079
210,45.677,0,0,8.05959e-05
211,45.6771,0,0,3.07522e-05
212,45.6771,0,0,9.54238e-07
213,45.677,0,0,-8.68233e-06
214,45.677,0,0,-1.12735e-06
215,45.6769,0,0,-2.14374e-05
216,45.665,0,0,-0.00237886
217,45.6651,0,0,-0.00046824
218,45.6749,0,0,0.00186704
219,45.6748,0,0,0.000360807
220,45.6748,0,0,6.50996e-05
221,45.6748,0,0,1.46522e-05
222,45.6748,0,0,5.58755e-06
223,45.6748,0,0,1.25751e-06
224,45.6749,0,0,8.38535e-06
225,45.6749,0,0,1.28135e-05
226,45.6748,0,0,-1.33856e-05
227,45.6749,0,0,1.42553e-05
228,45.6748,0,0,-2.49264e-05
229,45.6713,0,0,-0.000689773
230,45.6714,0,0,-0.000122034
231,45.6715,0,0,-1.48563e-05
232,45.6714,0,0,-1.15697e-05
233,45.6714,0,0,-6.59094e-07
234,45.6714,0,0,-2.93479e-07
235,45.6713,0,0,-2.00278e-05
236,45.6594,0,0,-0.00238379
237,45.6595,0,0,-0.000473119
238,45.6595,0,0,-9.57883e-05
239,45.6692,0,0,0.00193084
240,45.6693,0,0,0.000406792
241,45.6692,0,0,6.65927e-05
242,45.6692,0,0,8.55384e-06
243,45.6692,0,0,6.61864e-06
244,45.6693,0,0,1.31645e-05
245,45.6692,0,0,-1.07462e-05
246,45.6693,0,0,5.15793e-06
247,45.6692,0,0,-6.54341e-06
248,45.6692,0,0,-4.1054e-07
249,45.6692,0,0,-1.58709e-05
250,45.6748,0,0,0.00112428
251,45.6748,0,0,0.000236445
252,45.6748,0,0,4.65941e-05
253,45.6749,0,0,1.89278e-05
254,45.6748,0,0,-1.01301e-05
255,45.6748,0,0,-1.19575e-05
256,45.6718,0,0,-0.000605378
257,45.6719,0,0,-9.16895e-05
258,45.6719,0,0,-1.26259e-05
259,45.672,0,0,1.66217e-06
260,45.6774,0,0,0.00109941
261,45.6776,0,0,0.000240816
262,45.6775,0,0,2.81006e-05
263,45.6775,0,0,1.12846e-05
264,45.6775,0,0,-1.64658e-06
265,45.6775,0,0,4.14988e-06
266,45.6775,0,0,-6.87875e-08
267,45.6776,0,0,1.69599e-05
268,45.6775,0,0,-1.50254e-06
269,45.6775,0,0,-1.24968e-05
270,45.6774,0,0,-1.75903e-05
271,45.6871,0,0,0.00193686
272,45.6872,0,0,0.000408309
273,45.6872,0,0,8.96601e-05
274,45.6873,0,0,3.23852e-05
275,45.6872,0,0,-2.19332e-05
276,45.6741,0,0,-0.00261677
277,45.6742,0,0,-0.000515887
278,45.6742,0,0,-0.000101349
279,45.6742,0,0,-1.36078e-05
280,45.6742,0,0,3.57678e-06
281,45.6839,0,0,0.00192753
282,45.6839,0,0,0.000390444
283,45.6839,0,0,8.28322e-05
284,45.6839,0,0,2.16091e-05
285,45.684,0,0,1.80147e-05
286,45.6839,0,0,-1.06455e-05
287,45.684,0,0,6.60939e-06
288,45.684,0,0,1.3264e-05
289,45.684,0,0,-8.62717e-06
290,45.684,0,0,1.07455e-06
291,45.684,0,0,-7.72895e-06
292,45.6895,0,0,0.00111042
293,45.6896,0,0,0.000231488
294,45.6897,0,0,6.63499e-05
295,45.6896,0,0,3.32403e-07
296,45.6713,0,0,-0.0036693
297,45.6713,0,0,-0.000731096
298,45.6712,0,0,-0.000155305
299,45.6713,0,0,-2.21192e-05
300,45.6713,0,0,-4.67117e-06
301,45.6713,0,0,2.53072e-06
302,45.6768,0,0,0.00110666
303,45.6768,0,0,0.000221158
304,45.6769,0,0,6.8053e-05
305,45.6768,0,0,-1.05215e-05
306,45.6768,0,0,-2.36172e-06
307,45.6769,0,0,1.46507e-05
308,45.6768,0,0,-1.43324e-05
309,45.6768,0,0,9.61055e-07
310,45.6768,0,0,3.44588e-06
311,45.6768,0,0,-1.04538e-05
312,45.6767,0,0,-1.66639e-05
313,45.6824,0,0,0.00112814
314,45.6824,0,0,0.000227509
315,45.6823,0,0,2.59478e-05
316,45.6689,0,0,-0.00266032
317,45.669,0,0,-0.000528958
318,45.6689,0,0,-0.000118489
319,45.6689,0,0,-2.79363e-05
320,45.6689,0,0,1.14988e-06
321,45.6688,0,0,-1.34235e-05
322,45.6689,0,0,2.54096e-06
323,45.6654,0,0,-0.000693929
324,45.6655,0,0,-0.000115824
325,45.6654,0,0,-3.59494e-05
326,45.6654,0,0,-1.78828e-05
327,45.6654,0,0,-6.4012e-06
328,45.6653,0,0,-1.21207e-05
329,45.6653,0,0,-6.78788e-06
330,45.6653,0,0,4.70117e-06
331,45.6653,0,0,-1.1843e-05
332,45.6653,0,0,-3.01125e-06
333,45.6652,0,0,-1.5221e-05
334,45.665,0,0,-3.48289e-05
335,45.6651,0,0,1.38791e-05
336,45.6605,0,0,-0.000921967
337,45.6605,0,0,-0.000184752
338,45.6606,0,0,-2.42809e-05
339,45.6606,0,0,3.50661e-07
340,45.6606,0,0,-2.05432e-06
341,45.6606,0,0,-4.29252e-06
342,45.6606,0,0,8.25089e-07
343,45.6604,0,0,-4.08126e-05
344,45.6662,0,0,0.00116152
345,45.6662,0,0,0.000228487
346,45.6663,0,0,6.07979e-05
347,45.6662,0,0,-8.82687e-06
348,45.6661,0,0,-7.82064e-06
349,45.6661,0,0,-6.11311e-06
350,45.6661,0,0,-2.06549e-06
351,45.6661,0,0,-5.31022e-06
352,45.6662,0,0,1.62573e-05
353,45.6661,0,0,-1.8034e-05
354,45.6718,0,0,0.00113717
355,45.6717,0,0,0.000211926
356,45.6639,0,0,-0.0015104
357,45.6638,0,0,-0.000332745
358,45.6639,0,0,-4.52045e-05
359,45.6639,0,0,-6.28037e-06
360,45.6639,0,0,-5.11805e-06
361,45.6639,0,0,-6.18036e-06
362,45.6639,0,0,-5.38156e-07
363,45.6638,0,0,-6.91083e-06
364,45.6696,0,0,0.00115284
365,45.6696,0,0,0.000233068
366,45.6695,0,0,2.444e-05
367,45.6695,0,0,1.04418e-05
368,45.6696,0,0,6.83211e-06
369,45.6695,0,0,-5.61286e-06
370,45.6695,0,0,-8.96659e-06
371,45.6695,0,0,-5.73648e-06
372,45.6695,0,0,8.80049e-06
373,45.6695,0,0,4.96189e-06
374,45.6694,0,0,-2.96788e-05
375,45.6792,0,0,0.00195731
376,45.6711,0,0,-0.00121791
377,45.6713,0,0,-0.000212137
378,45.6712,0,0,-5.58376e-05
379,45.6712,0,0,-8.93277e-06
380,45.6713,0,0,9.37925e-06
381,45.6712,0,0,-8.97851e-06
382,45.6713,0,0,9.25631e-06
383,45.6713,0,0,-7.45417e-06
384,45.6713,0,0,7.57887e-09
385,45.6809,0,0,0.00192025
386,45.6809,0,0,0.000392589
387,45.681,0,0,0.000103692
388,45.6809,0,0,-2.30018e-07
389,45.6809,0,0,-1.48989e-06
390,45.681,0,0,1.14818e-05
391,45.6809,0,0,-9.68192e-06
392,45.681,0,0,1.28869e-05
393,45.6809,0,0,-1.13034e-05
394,45.6809,0,0,-1.5035e-06
395,45.6808,0,0,-2.03759e-05
396,45.6893,0,0,0.00168836
397,45.6894,0,0,0.000369707
398,45.6894,0,0,6.75284e-05
399,45.6894,0,0,1.43278e-05
400,45.6894,0,0,3.97234e-06
401,45.6894,0,0,1.99625e-06
402,45.6895,0,0,5.28364e-06
403,45.6894,0,0,-3.22683e-06
404,45.6895,0,0,6.86578e-06
405,45.6894,0,0,-4.74773e-06
406,45.6894,0,0,-8.53072e-06
407,45.6948,0,0,0.00107824
408,45.695,0,0,0.00025275
409,45.6949,0,0,3.19652e-05
410,45.6949,0,0,1.49941e-05
411,45.695,0,0,1.6323e-05
412,45.6949,0,0,-1.31488e-05
413,45.695,0,0,9.92071e-06
414,45.6949,0,0,-6.77776e-06
415,45.6949,0,0,-1.62975e-05
416,45.6804,0,0,-0.00290026
417,45.6801,0,0,-0.000634707
418,45.6802,0,0,-0.00011652
419,45.6801,0,0,-2.63356e-05
420,45.6801,0,0,-7.35829e-06
421,45.6801,0,0,4.63084e-08
422,45.6801,0,0,1.00991e-06
423,45.6802,0,0,6.6346e-06
424,45.6802,0,0,7.88907e-07
425,45.6802,0,0,-1.62018e-06
426,45.6802,0,0,3.36744e-06
427,45.68,0,0,-3.57206e-05
428,45.6797,0,0,-6.14047e-05
429,45.6798,0,0,6.63895e-06
430,45.6799,0,0,7.20456e-06
431,45.6798,0,0,-6.51207e-06
432,45.6798,0,0,-8.7502e-06
433,45.6798,0,0,2.13019e-07
434,45.6798,0,0,2.31056e-08
435,45.6645,0,0,-0.00306248
436,45.6643,0,0,-0.000640376
437,45.6645,0,0,-9.00882e-05
438,45.6792,0,0,0.002917
439,45.6791,0,0,0.000559938
440,45.6792,0,0,0.000130096
441,45.6791,0,0,1.64897e-06
442,45.679,0,0,-9.05691e-07
443,45.679,0,0,-5.1369e-06
444,45.679,0,0,-2.12291e-06
445,45.679,0,0,-1.20753e-06
446,45.6791,0,0,8.21017e-06
447,45.679,0,0,-1.34823e-05
448,45.6789,0,0,-2.82977e-05
449,45.6935,0,0,0.00292532
450,45.6935,0,0,0.000593295
451,45.6935,0,0,0.000114241
452,45.6935,0,0,2.60562e-05
453,45.6935,0,0,3.03537e-06
454,45.6935,0,0,-1.23694e-06
455,45.6796,0,0,-0.00277678
456,45.6795,0,0,-0.000582225
457,45.6796,0,0,-9.85815e-05
458,45.6796,0,0,-2.42136e-05
459,45.6851,0,0,0.00109266
460,45.6851,0,0,0.000221559
461,45.685,0,0,3.24227e-05
462,45.685,0,0,2.8884e-06
463,45.685,0,0,6.33468e-07
464,45.6851,0,0,1.28969e-05
465,45.685,0,0,-1.59073e-05
466,45.6849,0,0,-1.17347e-05
467,45.6849,0,0,-4.83453e-06
468,45.6849,0,0,-8.11933e-06
469,45.6848,0,0,-1.58983e-05
470,45.6902,0,0,0.00108071
471,45.6903,0,0,0.000233085
472,45.6903,0,0,4.99289e-05
473,45.6903,0,0,1.26851e-06
474,45.6903,0,0,1.22236e-08
475,45.6839,0,0,-0.00128278
476,45.6839,0,0,-0.000249195
477,45.684,0,0,-3.86108e-05
478,45.6839,0,0,-1.5571e-05
479,45.684,0,0,1.21513e-05
480,45.6935,0,0,0.00190017
481,45.6935,0,0,0.000377119
482,45.6935,0,0,7.27883e-05
483,45.6935,0,0,1.54086e-05
484,45.6934,0,0,-3.90598e-06
485,45.6934,0,0,1.87906e-07
486,45.6934,0,0,-4.99951e-06
487,45.6934,0,0,5.11648e-06
488,45.6934,0,0,-8.1302e-06
489,45.6934,0,0,-1.682e-06
490,45.6934,0,0,1.07353e-05
491,45.6987,0,0,0.00105583
492,45.6988,0,0,0.000228545
493,45.6989,0,0,6.43481e-05
494,45.6988,0,0,-6.00347e-06
495,45.6909,0,0,-0.00158081
496,45.6908,0,0,-0.000328844
497,45.691,0,0,-3.58491e-05
498,45.691,0,0,-1.48659e-05
499,45.6909,0,0,-4.77815e-06
500,45.6909,0,0,-6.17983e-07
501,45.6964,0,0,0.00109352
502,45.6964,0,0,0.000217923
503,45.6965,0,0,6.3187e-05
504,45.6964,0,0,-8.14198e-06
505,45.6964,0,0,2.1405e-06
506,45.6964,0,0,1.12569e-08
507,45.6965,0,0,8.09864e-06
508,45.6964,0,0,-2.14421e-06
509,45.6966,0,0,2.58519e-05
510,45.6965,0,0,-1.1576e-06
511,45.7018,0,0,0.0010489
512,45.702,0,0,0.000250704
513,45.7019,0,0,3.2231e-05
514,45.702,0,0,2.14818e-05
515,45.6934,0,0,-0.00170451
516,45.6935,0,0,-0.000332438
517,45.6935,0,0,-5.8294e-05
518,45.6935,0,0,-1.05569e-05
519,45.6935,0,0,-2.04287e-06
520,45.6936,0,0,6.90341e-06
521,45.6934,0,0,-2.20837e-05
522,45.7031,0,0,0.00193064
523,45.7031,0,0,0.000385844
524,45.7032,0,0,8.62469e-05
525,45.7032,0,0,1.90828e-05
526,45.7032,0,0,5.47423e-06
527,45.7032,0,0,1.39073e-05
528,45.7032,0,0,3.81802e-07
529,45.7032,0,0,-7.72518e-07
530,45.7032,0,0,1.87933e-06
531,45.7034,0,0,2.55159e-05
532,45.7086,0,0,0.00105164
533,45.7087,0,0,0.000223658
534,45.7087,0,0,5.81549e-05
535,45.7042,0,0,-0.000890062
536,45.7043,0,0,-0.000166476
537,45.7043,0,0,-2.90716e-05
538,45.7043,0,0,-3.03391e-06
539,45.7044,0,0,1.04971e-05
540,45.7043,0,0,-1.50232e-06
541,45.7044,0,0,1.56784e-05
542,45.7097,0,0,0.00105828
543,45.7097,0,0,0.00021697
544,45.7098,0,0,5.01652e-05
545,45.7099,0,0,3.15772e-05
546,45.7098,0,0,-1.25135e-05
547,45.7098,0,0,1.04376e-06
548,45.7098,0,0,4.46116e-06
549,45.7099,0,0,8.77891e-06
550,45.7099,0,0,1.11062e-05
551,45.7099,0,0,-1.70327e-06
552,45.7098,0,0,-1.05059e-05
553,45.7151,0,0,0.00105987
554,45.7152,0,0,0.000230922
555,45.7038,0,0,-0.00224099
556,45.7039,0,0,-0.00043332
557,45.7039,0,0,-7.93341e-05
558,45.7039,0,0,-1.18918e-05
559,45.704,0,0,9.44956e-06
560,45.704,0,0,2.25732e-06
561,45.7041,0,0,1.72147e-05
562,45.704,0,0,-9.18947e-06
563,45.7135,0,0,0.00189208
564,45.7135,0,0,0.000389266
565,45.7135,0,0,7.93532e-05
566,45.7136,0,0,3.06711e-05
567,45.7136,0,0,3.02905e-06
568,45.7137,0,0,1.59211e-05
569,45.7137,0,0,-1.33497e-06
570,45.7137,0,0,5.5334e-06
571,45.7138,0,0,1.44193e-05
572,45.7137,0,0,1.72257e-06
573,45.7136,0,0,-1.96603e-05
574,45.7131,0,0,-0.000115681
575,45.7131,0,0,-1.98128e-05
576,45.6964,0,0,-0.0033374
577,45.6964,0,0,-0.000668163
578,45.6964,0,0,-0.000134591
579,45.6965,0,0,-7.73664e-06
580,45.6965,0,0,-1.67994e-05
581,45.6965,0,0,1.89618e-06
582,45.6965,0,0,-9.25609e-07
583,45.6965,0,0,1.03794e-06
584,45.706,0,0,0.00190919
585,45.706,0,0,0.000386283
586,45.7061,0,0,8.10616e-05
587,45.7061,0,0,2.17899e-05
588,45.7061,0,0,7.63686e-06
589,45.7061,0,0,7.8767e-06
590,45.7062,0,0,4.18883e-06
591,45.7062,0,0,3.22304e-06
592,45.7062,0,0,4.81912e-06
593,45.7062,0,0,3.24943e-06
594,45.7061,0,0,-1.79598e-05
595,45.7156,0,0,0.00189251
596,45.7063,0,0,-0.00147292
597,45.7064,0,0,-0.000275674
598,45.7065,0,0,-4.74317e-05
599,45.7065,0,0,-1.13457e-05
600,45.7066,0,0,1.91659e-05
601,45.7065,0,0,-1.56434e-05
602,45.7065,0,0,5.51177e-06
603,45.7065,0,0,5.99282e-06
604,45.7066,0,0,8.46713e-06
605,45.7158,0,0,0.00184722
606,45.7159,0,0,0.000385968
607,45.716,0,0,9.54239e-05
608,45.716,0,0,1.87823e-05
609,45.716,0,0,1.22256e-05
610,45.716,0,0,7.64598e-06
611,45.716,0,0,3.16665e-06
612,45.7161,0,0,2.72629e-06
613,45.7161,0,0,3.32966e-06
614,45.7161,0,0,1.579e-06
615,45.7097,0,0,-0.00128284
616,45.7189,0,0,0.00159888
617,45.7191,0,0,0.000346045
618,45.719,0,0,6.4563e-05
619,45.7191,0,0,1.54119e-05
620,45.7191,0,0,1.05436e-05
621,45.7191,0,0,7.94073e-06
622,45.7191,0,0,4.26547e-06
623,45.7191,0,0,-2.69686e-07
624,45.7192,0,0,1.10421e-05
625,45.7192,0,0,7.28284e-06
626,45.7334,0,0,0.00283274
627,45.7335,0,0,0.000597249
628,45.7336,0,0,0.000131315
629,45.7336,0,0,2.73522e-05
630,45.7336,0,0,1.03353e-05
631,45.7336,0,0,6.1414e-06
632,45.7337,0,0,1.47911e-05
633,45.7337,0,0,1.35938e-06
634,45.7337,0,0,6.99394e-06
635,45.725,0,0,-0.00173612
636,45.7251,0,0,-0.000339293
637,45.7344,0,0,0.00179447
638,45.7344,0,0,0.000358704
639,45.7345,0,0,8.55153e-05
640,45.7345,0,0,1.71228e-05
641,45.7345,0,0,8.8304e-06
642,45.7345,0,0,8.20313e-06
643,45.7345,0,0,7.96314e-06
644,45.7346,0,0,1.51921e-05
645,45.7346,0,0,1.57351e-06
646,45.7346,0,0,4.54345e-06
647,45.7396,0,0,0.000991148
648,45.7397,0,0,0.000224085
649,45.7397,0,0,4.84015e-05
650,45.7398,0,0,2.0863e-05
651,45.7398,0,0,1.18937e-05
652,45.7399,0,0,1.50755e-05
653,45.7398,0,0,-5.34368e-06
654,45.7399,0,0,8.15204e-06
655,45.733,0,0,-0.00137763
656,45.7331,0,0,-0.000251822
657,45.7331,0,0,-5.16638e-05
658,45.7382,0,0,0.00100475
659,45.7382,0,0,0.000196873
660,45.7382,0,0,4.68078e-05
661,45.7383,0,0,2.61281e-05
662,45.7383,0,0,4.46223e-07
663,45.7383,0,0,1.56664e-05
664,45.7383,0,0,-1.99782e-06
665,45.7384,0,0,1.05908e-05
666,45.7384,0,0,7.02521e-06
667,45.7384,0,0,4.83762e-06
668,45.7375,0,0,-0.000183675
669,45.7376,0,0,-1.2895e-05
670,45.7376,0,0,6.54993e-06
671,45.7377,0,0,9.26134e-06
672,45.7377,0,0,5.12759e-06
673,45.7378,0,0,1.32446e-05
674,45.7378,0,0,4.3837e-06
675,45.7316,0,0,-0.00124224
676,45.7317,0,0,-0.000220588
677,45.7317,0,0,-3.65984e-05
678,45.7316,0,0,-2.66445e-05
679,45.7458,0,0,0.00283518
680,45.7459,0,0,0.000579782
681,45.7459,0,0,0.000118714
682,45.746,0,0,3.1323e-05
683,45.746,0,0,1.52436e-05
684,45.7461,0,0,3.2767e-05
685,45.7461,0,0,1.17282e-06
686,45.7462,0,0,7.87019e-06
687,45.7463,0,0,2.52009e-05
688,45.7462,0,0,-9.7046e-06
689,45.7552,0,0,0.00179369
690,45.7553,0,0,0.000387582
691,45.7554,0,0,9.35909e-05
692,45.7554,0,0,2.44368e-05
693,45.7555,0,0,2.80529e-05
694,45.7555,0,0,2.71033e-06
695,45.7453,0,0,-0.00205438
696,45.7452,0,0,-0.00042078
697,45.7454,0,0,-4.45605e-05
698,45.7454,0,0,-5.01621e-06
699,45.7454,0,0,-1.59592e-05
700,45.7545,0,0,0.00181929
701,45.7546,0,0,0.000381486
702,45.7546,0,0,7.95917e-05
703,45.7546,0,0,3.18649e-05
704,45.7547,0,0,1.60211e-05
705,45.7547,0,0,1.02895e-05
706,45.7548,0,0,1.26958e-05
707,45.7548,0,0,1.31169e-05
708,45.7549,0,0,2.2764e-05
709,45.7549,0,0,4.97711e-06
710,45.7597,0,0,0.000944938
711,45.7598,0,0,0.000218085
712,45.7599,0,0,5.55101e-05
713,45.7599,0,0,2.42266e-05
714,45.76,0,0,1.60035e-05
715,45.7542,0,0,-0.00114922
716,45.7543,0,0,-0.000213825
717,45.7545,0,0,-1.09166e-05
718,45.7545,0,0,8.97173e-06
719,45.7546,0,0,1.61989e-05
720,45.7546,0,0,5.82294e-06
721,45.7594,0,0,0.000967963
722,45.7596,0,0,0.000218043
723,45.7595,0,0,3.52787e-05
724,45.7596,0,0,2.93516e-05
725,45.7597,0,0,1.82882e-05
726,45.7598,0,0,1.72718e-05
727,45.7598,0,0,2.0804e-05
728,45.76,0,0,2.88348e-05
729,45.76,0,0,5.83371e-06
730,45.7601,0,0,1.83687e-05
731,45.7556,0,0,-0.000886427
732,45.7557,0,0,-0.000163923
733,45.7559,0,0,6.16271e-06
734,45.7559,0,0,8.81417e-06
735,45.7445,0,0,-0.00228582
736,45.7445,0,0,-0.000441068
737,45.7447,0,0,-5.70195e-05
738,45.7448,0,0,1.15294e-06
739,45.7448,0,0,7.2871e-06
