timestamp,gps_altitude,altimeter_1_altitude,altimeter_2_altitude,ok1,ok2,rateAlt1,rateAlt2,prevalt1,prevalt2,estimatedHeight
18.0000000000,216.8441197174,64.2744904000,64.5652237000,0,1,122.8126218511,7.4997000000,65.5026166185,64.4902267000,65.0301778005
19.0000000000,216.8157991394,70.7765045000,64.3779000000,0,1,527.8612269669,18.7323700000,65.4978922303,64.5652237000,65.0186256608
20.0000000000,216.7875533784,68.3902664000,64.5689545000,0,1,289.7166835365,19.1054500000,65.4930995646,64.3779000000,65.0077176191
21.0000000000,216.7593470095,68.4194336000,64.3927536000,0,1,293.1187854820,17.6200900000,65.4882457452,64.5689545000,64.9958489680
22.0000000000,216.7311679646,65.0487518000,64.3110504000,0,1,43.4569977408,8.1703200000,65.4833217774,64.3927536000,64.9833756616
23.0000000000,216.7030761186,63.9317093000,64.3978424000,0,1,154.6613016249,8.6792000000,65.4783223162,64.3110504000,64.9710802936
24.0000000000,216.6750090569,65.2469559000,64.2852325000,1,1,22.6293996023,11.2609900000,65.4732498960,64.3978424000,64.9604010575
25.0000000000,216.6470283251,69.7279816000,64.2660828000,0,1,448.1025700000,1.9149700000,65.2469559000,64.2852325000,64.9474390199
26.0000000000,216.6190403905,67.2928314000,64.1526000000,0,1,204.8870668801,11.3482800000,65.2439607312,64.2660828000,64.9337198727
27.0000000000,216.5977822179,70.2611000000,64.1820526000,0,1,502.0241677386,2.9452600000,65.2408583226,64.1526000000,64.9199844750
28.0000000000,216.5699034967,66.8894348000,64.3110504000,0,1,165.1785215863,12.8997800000,65.2376495841,64.1820526000,64.9066543207
29.0000000000,216.5421470106,67.8830490000,64.2717133000,0,1,264.8709368497,3.9337100000,65.2343396315,64.3110504000,64.8930376265
30.0000000000,216.5143806832,68.6659622000,64.2257156000,0,1,343.5035588547,4.5997700000,65.2309266115,64.2717133000,64.8790963227
31.0000000000,216.4867033456,67.9555206000,64.1660538000,0,1,272.8112291435,5.9661800000,65.2274083086,64.2257156000,64.8647565160
32.0000000000,216.4590112250,66.5562439000,64.2369614000,0,1,133.2462109360,7.0907600000,65.2237817906,64.1660538000,64.8506268895
33.0000000000,216.4314001612,67.9576645000,64.1848831000,0,1,273.7614258371,5.2078300000,65.2200502416,64.2369614000,64.8361888778
34.0000000000,216.4037755327,69.4630890000,64.1774750000,0,1,424.6877372010,0.7408100000,65.2162116280,64.1848831000,64.8216403298
35.0000000000,216.3762232224,66.1720200000,64.0160217000,0,1,95.9754084992,16.1453300000,65.2122659150,64.1774750000,64.8062576953
36.0000000000,216.3486296302,69.3276215000,64.1553574000,0,1,411.9415667188,13.9335700000,65.2082058328,64.0160217000,64.7913956154
37.0000000000,216.2995391693,66.9502563000,64.0703659000,0,1,174.6218569362,8.4991500000,65.2040377306,64.1553574000,64.7757688466
38.0000000000,216.2764548725,70.8206558000,64.1604919000,0,1,562.0900758203,9.0126000000,65.1997550418,64.0703659000,64.7605966454
39.0000000000,216.2490221225,67.3455124000,64.0339508000,0,1,215.0148942167,12.6541100000,65.1953634578,64.1604919000,64.7448468462
40.0000000000,216.2216244005,67.9247894000,64.0453796000,0,1,273.3931108283,1.1428800000,65.1908582917,64.0339508000,64.7291113000
41.0000000000,216.1942422483,67.9431915000,64.0138702000,0,1,275.6950678200,3.1509400000,65.1862408218,64.0453796000,64.7132103210
42.0000000000,216.1669370234,67.9652100000,64.0541763000,0,1,278.3699483209,4.0306100000,65.1815105168,64.0138702000,64.6974855992
43.0000000000,216.1396100065,67.0234000000,64.0111771000,0,1,184.6729732385,4.2999200000,65.1766702676,64.0541763000,64.6815808071
44.0000000000,216.1123838751,67.3869400000,64.1194229000,0,1,221.5220626989,10.8245800000,65.1717193730,64.0111771000,64.6662087846
45.0000000000,216.0851373365,68.3214188000,63.9670486000,0,1,315.4754532873,15.2374300000,65.1666642671,64.1194229000,64.6502051018
46.0000000000,216.0579821272,66.7855072000,63.9567871000,0,1,162.4007524526,1.0261500000,65.1614996755,63.9670486000,64.6341605022
47.0000000000,216.0307499850,67.6119156000,64.0385742000,0,1,245.5689316259,8.1787100000,65.1562262837,63.9567871000,64.6185242561
48.0000000000,216.0154718710,67.3478317000,64.0476456000,0,1,219.6982436536,0.9071400000,65.1508492635,64.0385742000,64.6031982763
49.0000000000,215.9882676518,64.5508575000,63.8750153000,0,1,59.4515253592,17.2630300000,65.1453727536,64.0476456000,64.5871321068
50.0000000000,215.9611200299,69.0368271000,63.9518738000,0,1,389.7036752875,7.6858500000,65.1397903471,63.8750153000,64.5714186632
51.0000000000,215.9339225404,69.3457718000,63.8481445000,0,1,421.1665169715,10.3729300000,65.1341066303,63.9518738000,64.5552585999
52.0000000000,215.9067308400,65.4040527000,63.9729233000,1,1,27.5734550019,12.4778800000,65.1283181500,63.8481445000,64.5431268017
53.0000000000,215.8794994112,68.2915878000,63.9384155000,0,1,288.7535100000,3.4507800000,65.4040527000,63.9729233000,64.5279631932
54.0000000000,215.8522942048,69.3973694000,63.8466797000,0,1,400.2077595068,9.1735800000,65.3952918049,63.9384155000,64.5124024749
55.0000000000,215.8250414263,67.7559128000,63.8616791000,0,1,236.9449888369,1.4999400000,65.3864629116,63.8466797000,64.4969074783
56.0000000000,215.7978164703,69.0870514000,63.9163818000,0,1,370.9484042702,5.4702700000,65.3775673573,63.8616791000,64.4816951618
57.0000000000,215.7705427008,64.4127000000,63.9514465000,0,1,95.5908635343,3.5064700000,65.3686086353,63.9163818000,64.4667209309
58.0000000000,215.7139144307,63.6025162000,63.9460831000,0,1,175.7073558299,0.5363400000,65.3595897583,63.9514465000,64.4513781536
59.0000000000,215.6865666471,69.0086136000,63.8146744000,0,1,365.8105957748,13.1408700000,65.3505076423,63.9460831000,64.4355422847
60.0000000000,215.6592242103,66.5582352000,63.8575974000,0,1,121.6877211323,4.2923000000,65.3413579887,63.8146744000,64.4199686483
61.0000000000,215.6318286005,66.5750427000,63.9621429000,0,1,124.2898604727,10.4545500000,65.3321440953,63.8575974000,64.4049926267
62.0000000000,215.6044425098,64.3973465000,63.8275146000,0,1,92.5526080588,13.4628300000,65.3228725806,63.9621429000,64.3895446164
63.0000000000,215.5770332171,66.4973145000,63.8635864000,0,1,118.3775199054,3.6071800000,65.3135393009,63.8275146000,64.3743570123
64.0000000000,215.5495738862,65.4582672000,63.8855972000,1,1,15.4119721941,2.2010800000,65.3041474781,63.8635864000,64.3631692602
65.0000000000,215.5221207496,65.4749908000,63.7839432000,1,1,1.6723600000,10.1654000000,65.4582672000,63.8855972000,64.3524411053
66.0000000000,215.4945493322,68.1909256000,63.9330444000,0,1,271.5934800000,14.9101200000,65.4749908000,63.7839432000,64.3389683049
67.0000000000,215.4670475805,65.1095000000,63.8308411000,0,1,35.4130575049,10.2203300000,65.4636305750,63.9330444000,64.3251106014
68.0000000000,215.4546461841,65.0817108000,64.0389404000,0,1,37.0534575313,20.8099300000,65.4522453753,63.8308411000,64.3125251854
69.0000000000,215.4270641394,69.6142731000,63.8775787000,0,1,417.3424926586,16.1361700000,65.4408481734,64.0389404000,64.2993407950
70.0000000000,215.3993758792,69.6269760000,63.9187775000,0,1,419.7542900370,4.1198800000,65.4294330996,63.8775787000,64.2864212582
71.0000000000,215.3717111060,69.4373550000,63.8754349000,0,1,401.9352018785,4.3342600000,65.4180029812,63.9187775000,64.2733969766
72.0000000000,215.3439219370,69.7855682000,64.0453568000,0,1,437.9011278831,16.9921900000,65.4065569212,63.8754349000,64.2612666381
73.0000000000,215.3161680084,63.5679779000,64.0209885000,0,1,182.7126118339,2.4368300000,65.3951040183,64.0453568000,64.2492185556
74.0000000000,215.2883491907,67.7965164000,63.8761292000,0,1,241.2871236288,14.4859300000,65.3836451637,64.0209885000,64.2366553901
75.0000000000,215.2605323177,68.0480270000,63.9001770000,0,1,267.5851734024,2.4047800000,65.3721752660,63.8761292000,64.2242911697
76.0000000000,215.2326874146,67.6483154000,64.0810242000,0,1,228.7618974987,18.0847200000,65.3606964250,63.9001770000,64.2129007905
77.0000000000,215.1787930438,67.2784348000,63.9863663000,0,1,192.9216331332,9.4657900000,65.3492184687,64.0810242000,64.2008909184
78.0000000000,215.1509344066,70.0042419000,64.0594940000,0,1,466.6506706835,7.3127700000,65.3377351932,63.9863663000,64.1894227646
79.0000000000,215.1340728281,67.8990402000,64.1618423000,0,1,257.2788131121,10.2348300000,65.3262520689,64.0594940000,64.1788509605
80.0000000000,215.1062022671,68.3190918000,64.1273499000,0,1,300.4313742205,3.4492400000,65.3147780578,64.1618423000,64.1684024061
81.0000000000,215.0783253638,66.3498383000,64.1401138000,0,1,104.6523998722,1.2763900000,65.3033143013,64.1273499000,64.1582712873
82.0000000000,215.0504625253,69.8682709000,64.0959854000,0,1,457.6407028862,4.4128400000,65.2918638711,64.1401138000,64.1481857267
83.0000000000,215.0226151953,70.5324326000,64.1373520000,0,1,525.2005510306,4.1366600000,65.2804270897,64.0959854000,64.1385191498
84.0000000000,214.9947533598,66.4033508000,64.0441208000,0,1,113.4342789705,9.3231200000,65.2690080103,64.1373520000,64.1286473898
85.0000000000,214.9668843606,69.8805542000,64.0851059000,0,1,462.2949795910,4.0985100000,65.2576044041,64.0441208000,64.1191453744
86.0000000000,214.9391306052,65.0884000000,64.0811081000,1,1,15.7819813793,0.3997800000,65.2462198138,64.0851059000,64.1122414126
87.0000000000,214.9112931471,68.5963821000,63.9837723000,0,1,350.7982100000,9.7335800000,65.0884000000,64.0811081000,64.1029784951
88.0000000000,214.8836246673,68.9392090000,64.0686111000,0,1,386.0663215049,8.4838800000,65.0785457850,63.9837723000,64.0942221780
89.0000000000,214.8686024016,68.5260239000,64.0597458000,0,1,345.7321351119,0.8865300000,65.0687025489,64.0686111000,64.0857735438
90.0000000000,214.8410419980,68.3835373000,64.0447235000,0,1,332.4664041170,1.5022300000,65.0588732588,64.0597458000,64.0773908125
91.0000000000,214.8134360863,68.8989487000,63.9366837000,0,1,384.9890265634,10.8039800000,65.0490584344,64.0447235000,64.0686156214
92.0000000000,214.7859734958,69.1905212000,63.9108200000,0,1,415.1267193763,2.5863700000,65.0392540062,63.9366837000,64.0597724095
93.0000000000,214.7585028391,66.5219955000,63.9806000000,0,1,149.2536309731,6.9780000000,65.0294591903,63.9108200000,64.0513078167
94.0000000000,214.7311709458,66.6242599000,63.9933472000,0,1,160.4582223466,1.2747200000,65.0196776765,63.9806000000,64.0430023149
95.0000000000,214.7038516924,68.3466187000,63.8357544000,0,1,333.6707777083,15.7592800000,65.0099109229,63.9933472000,64.0340485395
96.0000000000,214.6766031208,65.4702148000,64.2433548000,0,0,47.0062500917,40.7600400000,65.0001522991,63.8357544000,64.0235266638
97.0000000000,214.6143197855,69.1125717000,64.0657883000,0,1,412.2185657270,22.8156177362,64.9903860427,63.8376321226,64.0149461200
98.0000000000,214.5871579219,69.6089249000,64.0070724000,0,1,462.8293256497,5.8715900000,64.9806316435,64.0657883000,64.0063137792
99.0000000000,214.5600977987,67.1843567000,64.0959549000,0,1,221.3468235140,8.8882500000,64.9708884649,64.0070724000,63.9982931507
100.0000000000,214.5474868454,65.9562073000,63.9663000000,0,1,99.5044788281,12.9654900000,64.9611625117,64.0959549000,63.9901095773
101.0000000000,214.5205557458,69.1338806000,64.2227554000,0,1,418.2428617625,25.6455400000,64.9514519824,63.9663000000,63.9832884941
102.0000000000,214.4936204143,71.7860260000,64.1412000000,0,1,684.4255652507,8.1555400000,64.9417703475,64.2227554000,63.9758678459
103.0000000000,214.4668187499,70.2409363000,64.1797104000,0,1,530.8824977524,3.8510400000,64.9321113225,64.1412000000,63.9683440732
104.0000000000,214.4400368100,66.1376801000,64.2260208000,0,1,121.5206450016,4.6310400000,64.9224736500,64.1797104000,63.9607530469
105.0000000000,214.4132976308,71.5451813000,64.2541809000,0,1,663.2324856047,2.8160100000,64.9128564440,64.2260208000,63.9530259004
106.0000000000,214.3865463501,65.8645859000,64.2992630000,0,1,96.1327761482,4.5082100000,64.9032581385,64.2541809000,63.9452350949
107.0000000000,214.3599445280,69.9052048000,64.1980438000,0,1,501.1526891919,10.1219200000,64.8936779081,64.2992630000,63.9367966429
108.0000000000,214.3333338881,66.1246872000,64.3608932000,0,1,124.0578104571,16.2849400000,64.8841090954,64.1980438000,63.9287856392
109.0000000000,214.3067450710,70.2842941000,64.4671173000,0,1,540.9738239132,10.6224100000,64.8745558609,64.3608932000,63.9209715669
110.0000000000,214.2907255944,69.3866196000,64.5502625000,0,1,452.1599582072,8.3145200000,64.8650200179,64.4671173000,63.9134303798
111.0000000000,214.2642297735,66.4004000000,64.4676437000,0,1,154.4895878454,8.2618800000,64.8555041215,64.5502625000,63.9053240662
112.0000000000,214.2377267946,70.4681931000,64.3920441000,0,1,562.2190779007,7.5599600000,64.8460023210,64.4676437000,63.8966902429
113.0000000000,214.2111194320,68.7000122000,64.4175873000,0,1,386.3502999787,2.5543200000,64.8365092002,64.3920441000,63.8879439564
114.0000000000,214.1846092651,68.7035522000,64.4903000000,0,1,387.6528652226,7.2712700000,64.8270235478,64.4175873000,63.8792807872
115.0000000000,214.1579615697,67.5488052000,64.4753876000,0,1,273.1259079831,1.4912400000,64.8175461202,64.4903000000,63.8703466649
116.0000000000,214.1314261351,72.6681366000,64.5975342000,0,1,786.0062474384,12.2146600000,64.8080741256,64.4753876000,63.8617017148
117.0000000000,214.0741792079,68.1016617000,64.6114426000,0,1,330.3051298493,1.3908400000,64.7986104015,64.5975342000,63.8524180008
118.0000000000,214.0475061294,69.6222076000,64.5651245000,0,1,483.3059122500,4.6318100000,64.7891484775,64.6114426000,63.8427558478
119.0000000000,214.0208078390,67.9301453000,64.4891586000,0,1,315.0460748797,7.5965900000,64.7796845512,64.5651245000,63.8326021577
120.0000000000,214.0004981682,65.0576706000,64.5420000000,1,1,28.7456872732,5.2841400000,64.7702137273,64.4891586000,63.8236260485
121.0000000000,213.9736663532,68.6209793000,64.5449753000,0,1,356.3308700000,0.2975300000,65.0576706000,64.5420000000,63.8134300571
122.0000000000,213.9468508083,69.5072556000,64.4690000000,0,1,446.2027405429,7.5975300000,65.0452281946,64.5449753000,63.8027527084
123.0000000000,213.9199126000,71.6324310000,64.5805893000,0,1,659.9627560290,11.1589300000,65.0328034397,64.4690000000,63.7923562630
124.0000000000,213.8929852406,68.3927841000,64.5840073000,0,1,337.2385132057,0.3418000000,65.0203989679,64.5805893000,63.7818034581
125.0000000000,213.8659408512,67.0260086000,64.6355286000,0,1,201.7995587156,5.1521300000,65.0080130128,64.5840073000,63.7712903701
126.0000000000,213.8388498360,71.0271759000,64.5497208000,0,1,603.1530113584,8.5807800000,64.9956457864,64.6355286000,63.7602641526
127.0000000000,213.8116669105,71.0291901000,64.6606750000,0,1,604.5898129922,11.0954200000,64.9832919701,64.5497208000,63.7495249594
128.0000000000,213.7844602419,68.2554626000,64.7833405000,0,1,328.4508300029,12.2665500000,64.9709543000,64.6606750000,63.7391181962
129.0000000000,213.7571744965,69.2892303000,64.7158051000,0,1,433.0594361066,6.7535400000,64.9586359389,64.7833405000,63.7282737329
130.0000000000,213.7298349664,69.2932663000,64.7493439000,0,1,434.6933983127,3.3538800000,64.9463323169,64.7158051000,63.7174055861
131.0000000000,213.7164443787,69.7419205000,64.5628815000,0,1,480.7877450435,18.6462400000,64.9340430496,64.7493439000,63.7058517440
132.0000000000,213.6889929110,69.7457275000,64.7251587000,0,1,482.3966363491,16.2277200000,64.9217611365,64.5628815000,63.6948018621
133.0000000000,213.6615594476,68.9643097000,64.5686798000,0,1,405.4818156235,15.6478900000,64.9094915438,64.7251587000,63.6829668694
134.0000000000,213.6339871315,70.4364395000,65.0086060000,0,0,553.9213202979,43.9926200000,64.8972262970,64.5686798000,63.6634889924
135.0000000000,213.6064671623,70.0622406000,64.8227310000,0,1,517.7351676025,26.3103108076,64.8848889240,64.5596278919,63.6524835030
136.0000000000,213.5788399028,69.1427536000,64.9251480000,0,1,427.0188730235,10.2417000000,64.8725648698,64.8227310000,63.6417382974
137.0000000000,213.5212362278,69.5329285000,64.7792206000,0,1,467.2671895959,14.5927400000,64.8602566040,64.9251480000,63.6297721981
138.0000000000,213.4935144521,72.0271606000,64.7622910000,0,1,717.9208840019,1.6929600000,64.8479517600,64.7792206000,63.6176039308
139.0000000000,213.4658549810,72.0303040000,64.7750397000,0,1,719.4655718311,1.2748700000,64.8356482817,64.7622910000,63.6053584024
140.0000000000,213.4380331738,69.2936000000,64.7477264000,0,1,447.0254617104,2.7313300000,64.8233453829,64.7750397000,63.5928741873
141.0000000000,213.4199166633,70.1204834000,64.9887924000,0,1,530.9442729060,24.1066000000,64.8110406709,64.7477264000,63.5813930133
142.0000000000,213.3921236135,68.1872559000,64.7924881000,0,1,338.8511705636,19.6304300000,64.7987441944,64.9887924000,63.5689849635
143.0000000000,213.3642496523,72.6969299000,64.8945618000,0,1,791.0483297945,10.2073700000,64.7864466021,64.7924881000,63.5568648043
144.0000000000,213.3362253625,71.9148560000,64.9163513000,0,1,714.0705215922,2.1789500000,64.7741507841,64.8945618000,63.5447046752
145.0000000000,213.3082173979,70.4288101000,64.9389725000,0,1,566.6953777011,2.2621200000,64.7618563230,64.9163513000,63.5325104258
146.0000000000,213.2800655281,67.4427414000,64.9806747000,0,1,269.3178535983,4.1702200000,64.7495628640,64.9389725000,63.5203588348
147.0000000000,213.2519179918,71.1686249000,65.0628510000,0,1,643.1354076275,8.2176300000,64.7372708237,64.9806747000,63.5084143804
148.0000000000,213.2236686256,70.0090256000,65.0051346000,0,1,528.4043340708,5.7716400000,64.7249822593,65.0628510000,63.4961106053
149.0000000000,213.1953770816,70.1307831000,65.0869827000,0,1,541.8089557247,8.1848100000,64.7126935428,65.0051346000,63.4840156342
150.0000000000,213.1670141052,69.0800781000,65.0588303000,0,1,437.9671336333,2.8152400000,64.7004067637,65.0869827000,63.4716839769
151.0000000000,213.1386773949,71.0183563000,0.0000000000,0,0,633.0236764201,6505.8830300000,64.6881195358,65.0588303000,63.4480752308
152.0000000000,213.1158851990,68.4185181000,65.1119843000,0,1,374.2799007251,6.9261550692,64.6757190927,65.0427227493,63.4359479280
153.0000000000,213.0874058176,70.1678000000,65.1334152000,0,1,550.4478618898,2.1430900000,64.6633213811,65.1119843000,63.4237856328
154.0000000000,213.0587886106,70.9340897000,65.2243423000,0,1,628.3163676381,9.0927100000,64.6509260236,65.1334152000,63.4118684654
155.0000000000,213.0302852727,65.1658173000,65.1956177000,0,1,52.7281851964,2.8724600000,64.6385354480,65.2243423000,63.3997145390
156.0000000000,213.0016035084,72.6844101000,65.3260269000,0,1,805.8262861055,13.0409200000,64.6261472389,65.1956177000,63.3879671684
157.0000000000,212.9499982698,67.2334366000,65.2572861000,0,1,261.9671161760,6.8740800000,64.6137654382,65.3260269000,63.3754540971
158.0000000000,212.9211477228,69.3400192000,65.1691437000,0,1,473.8636875172,8.8142400000,64.6013823248,65.2572861000,63.3624750104
159.0000000000,212.8923246628,70.3236160000,65.3086000000,0,1,573.4622748316,13.9456300000,64.5889932517,65.1691437000,63.3499552525
160.0000000000,212.8632790139,68.1897583000,65.2998734000,0,1,361.3155428308,0.8726600000,64.5766028717,65.3086000000,63.3372897876
161.0000000000,212.8341915822,70.3151779000,65.2802048000,0,1,575.0968159149,1.9668600000,64.5642097409,65.2998734000,63.3244371878
162.0000000000,212.8123713620,68.3002167000,65.2215881000,0,1,374.8404684680,5.8616700000,64.5518120153,65.2802048000,63.3113602939
163.0000000000,212.7830809457,68.3003616000,65.2515182000,0,1,376.0954101894,2.9930100000,64.5394074981,65.2215881000,63.2982999466
164.0000000000,212.7536910381,69.2444153000,65.3613281000,0,1,471.7418877410,10.9809900000,64.5269964226,65.2515182000,63.2855779886
165.0000000000,212.7242768919,70.6845169000,65.4209900000,0,1,616.9934661749,5.9661900000,64.5145822383,65.3613281000,63.2729893066
166.0000000000,212.6945733447,68.1026840000,65.4212418000,0,1,360.0517691065,0.0251800000,64.5021663089,65.4209900000,63.2602897011
167.0000000000,212.6651442694,69.6124115000,65.2128677000,0,1,512.2663957144,20.8374100000,64.4897475429,65.4212418000,63.2466453292
168.0000000000,212.6350504244,65.9377441000,65.3716736000,0,1,146.0427579281,15.8805900000,64.4773165207,65.2128677000,63.2335390034
169.0000000000,212.6050998112,69.4834518000,65.5308075000,0,1,501.8573054454,15.9133900000,64.4648787455,65.3716736000,63.2209693944
170.0000000000,212.5751098106,69.7712784000,65.4313202000,0,1,531.8838747965,9.9487300000,64.4524396520,65.5308075000,63.2078881944
171.0000000000,212.5447975863,69.8214722000,65.5311432000,0,1,538.1478062541,9.9823000000,64.4399941375,65.4313202000,63.1951016556
172.0000000000,212.5183706954,70.2385178000,65.5112152000,0,1,581.0972587359,1.9928000000,64.4275452126,65.5311432000,63.1821870166
173.0000000000,212.4877968663,65.9887695000,65.4425507000,0,1,157.3677869320,6.8664500000,64.4150916307,65.5112152000,63.1688840860
174.0000000000,212.4573719762,71.8978424000,65.5814590000,0,1,749.5212844766,13.8908300000,64.4026295552,65.4425507000,63.1560384881
175.0000000000,212.4265171066,69.0685349000,65.5924759000,0,1,467.8371255438,1.1016900000,64.3901636446,65.5814590000,63.1431237258
176.0000000000,212.3958481932,71.2236328000,65.5527039000,0,1,684.5939554625,3.9772000000,64.3776932454,65.5924759000,63.1299404640
177.0000000000,212.3343775952,68.4242325000,65.6234741000,0,1,405.9016782439,7.0770200000,64.3652157176,65.5527039000,63.1164474000
178.0000000000,212.3032767223,68.0271149000,65.6236267000,0,1,367.4386865615,0.0152600000,64.3527280344,65.6234741000,63.1028549213
179.0000000000,212.2720031515,69.3791428000,65.7043152000,0,1,503.8913496745,8.0688500000,64.3402293033,65.6236267000,63.0894877240
180.0000000000,212.2407375826,69.0814514000,65.7542343000,0,1,475.3729512538,4.9919100000,64.3277218875,65.7043152000,63.0762206887
181.0000000000,212.2092524767,68.3279724000,65.6760635000,0,1,401.2765524526,7.8170800000,64.3152068755,65.7542343000,63.0625341791
182.0000000000,212.1778276209,71.4472580000,65.6766000000,0,1,714.4577851489,0.0536500000,64.3026801485,65.6760635000,63.0487531376
183.0000000000,212.1461066827,69.9488602000,65.7672958000,0,1,565.8719321599,9.0695800000,64.2901408784,65.6766000000,63.0352390071
184.0000000000,212.1145941215,66.6521759000,65.6986465000,0,1,237.4584040312,6.8649300000,64.2775918597,65.7672958000,63.0213509426
185.0000000000,212.0827138731,66.6533585000,65.7991409000,0,1,238.8329049483,10.0494400000,64.2650294505,65.6986465000,63.0077710815
186.0000000000,212.0511345556,67.9261000000,65.8103867000,0,1,367.3643133173,1.1245800000,64.2524568668,65.7991409000,62.9941421734
187.0000000000,212.0190109434,71.2943420000,65.8112717000,0,1,705.4468280107,0.0885000000,64.2398737199,65.8103867000,62.9804158245
188.0000000000,211.9869583864,67.5314865000,65.8130112000,0,1,330.4207359061,0.1739500000,64.2272791409,65.8112717000,62.9665993388
189.0000000000,211.9549457924,70.2043304000,65.7640686000,0,1,598.9658057083,4.8942600000,64.2146723429,65.8130112000,62.9524916059
190.0000000000,211.9228550903,71.4582062000,65.8257446000,0,1,725.6155664453,6.1676000000,64.2020505355,65.7640686000,62.9385423953
191.0000000000,211.8904145518,66.6311188000,65.8761444000,0,1,244.1703345856,5.0399800000,64.1894154541,65.8257446000,62.9247001988
192.0000000000,211.8580986876,66.3058853000,65.8191071000,0,1,212.9116998409,5.7037300000,64.1767683016,65.8761444000,62.9105340407
193.0000000000,211.8332496537,69.7537766000,65.8793716000,0,1,558.9670641018,6.0264500000,64.1641059590,65.8191071000,62.8966415114
194.0000000000,211.8007314410,71.0382385000,65.7430038000,0,1,688.6807185494,13.6367800000,64.1514313145,65.8793716000,62.8821042855
195.0000000000,211.7680251980,68.2772369000,65.9028000000,0,1,413.8498855784,15.9796200000,64.1387380442,65.7430038000,62.8681227780
196.0000000000,211.7352834530,70.8534546000,65.9354706000,0,1,672.7422708447,3.2670600000,64.1260318916,65.9028000000,62.8541785992
197.0000000000,211.6645533517,67.3474197000,65.8869000000,0,1,323.4106341371,4.8570600000,64.1133133586,65.9354706000,62.8393386313
198.0000000000,211.6316100201,67.7676239000,65.9096146000,0,1,366.7050288644,2.2714600000,64.1005736114,65.8869000000,62.8245119977
199.0000000000,211.5986938654,67.7688751000,65.9803772000,0,1,368.1062104781,7.0762600000,64.0878129952,65.9096146000,62.8098940707
200.0000000000,211.5656636003,69.4410095000,65.8738098000,0,1,536.5975694026,10.6567400000,64.0750338060,65.9803772000,62.7947668657
201.0000000000,211.5327202808,69.5319061000,66.0838699000,0,1,546.9674963429,21.0060100000,64.0622311366,65.8738098000,62.7804159393
202.0000000000,211.4995562807,71.6711349000,66.1262436000,0,1,762.1721915402,4.2373700000,64.0494129846,66.0838699000,62.7661535853
203.0000000000,211.4665217437,69.8641739000,65.9985504000,0,1,582.7593509395,12.7693200000,64.0365803906,66.1262436000,62.7512964818
204.0000000000,211.4373757392,67.9885635000,66.0507126000,0,1,396.4835948483,5.2162200000,64.0237275515,65.9985504000,62.7366404450
205.0000000000,211.4043053295,66.9170151000,66.1816101000,0,1,290.6158419548,13.0897500000,64.0108566805,66.0507126000,62.7224385281
